job_id,title,date_posted,first_seen,last_seen,location,industry,employer,employment_type,salary,url,html_file,json_file,description_length,scraped_at,status
24950,Sales Officer- Madang ,22/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Madang,"Mining, Oil and Gas",Islands Petroleum Ltd,,",",https://www.pngworkforce.com/jobs/view/sales-officer-madang/24950,html_output/job_24950.html,json_output/job_24950.json,2192,2025-10-31T16:24:14.885153,success
24949,Mechanic- Madang ,22/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Madang,"Mining, Oil and Gas",Islands Petroleum Ltd,,",",https://www.pngworkforce.com/jobs/view/mechanic-madang/24949,html_output/job_24949.html,json_output/job_24949.json,2878,2025-10-31T16:24:17.264550,success
24948,Depot Supervisor- Madang ,22/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Madang,"Mining, Oil and Gas",Islands Petroleum Ltd,,",",https://www.pngworkforce.com/jobs/view/depot-supervisor-madang/24948,html_output/job_24948.html,json_output/job_24948.json,3255,2025-10-31T16:24:19.595064,success
24947,HID6509 – PROJECT OFFICER,22/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Morobe,"Mining, Oil and Gas",Harmony Australasia,,6509,https://www.pngworkforce.com/jobs/view/hid6509-project-officer/24947,html_output/job_24947.html,json_output/job_24947.json,3688,2025-10-31T16:24:21.932455,success
24946,Compliance Officer,22/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Banking and Financial Services,National Development Bank,,",",https://www.pngworkforce.com/jobs/view/compliance-officer/24946,html_output/job_24946.html,json_output/job_24946.json,2568,2025-10-31T16:24:24.276350,success
24945,Risk Officer,22/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Banking and Financial Services,National Development Bank,,",",https://www.pngworkforce.com/jobs/view/risk-officer/24945,html_output/job_24945.html,json_output/job_24945.json,2862,2025-10-31T16:24:27.507367,success
24944,Policy Officer,22/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Banking and Financial Services,National Development Bank,,",",https://www.pngworkforce.com/jobs/view/policy-officer/24944,html_output/job_24944.html,json_output/job_24944.json,2699,2025-10-31T16:24:30.683529,success
24942,MIS,21/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Logistics, Transport and Supply",PeopleConnexion,,",",https://www.pngworkforce.com/jobs/view/mis-reporting-specialist/24942,html_output/job_24942.html,json_output/job_24942.json,3344,2025-10-31T16:24:33.765658,success
24941,Accounts / Finance Assistant,22/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Accounting / Finance,Modern Pharmaceutical Limited,,",",https://www.pngworkforce.com/jobs/view/accounts-finance-assistant/24941,html_output/job_24941.html,json_output/job_24941.json,1732,2025-10-31T16:24:36.203605,success
24939,Technical Officer in Food Technology,21/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Morobe,"Engineering, Scientific",PNG University of Technology (PNGUoT),,",",https://www.pngworkforce.com/jobs/view/technical-officer-in-food-technology/24939,html_output/job_24939.html,json_output/job_24939.json,3897,2025-10-31T16:24:39.282990,success
24938,Technical Officer in Applied Chemistry,21/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Morobe,"Engineering, Scientific, Technician",PNG University of Technology (PNGUoT),,",",https://www.pngworkforce.com/jobs/view/technical-officer-in-applied-chemistry/24938,html_output/job_24938.html,json_output/job_24938.json,3793,2025-10-31T16:24:42.461591,success
24937,Lab Technical Assistant,21/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Morobe,"Electronics, Technician",PNG University of Technology (PNGUoT),,",",https://www.pngworkforce.com/jobs/view/lab-technical-assistant/24937,html_output/job_24937.html,json_output/job_24937.json,3371,2025-10-31T16:24:45.581312,success
24935,Systems Administrator,21/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Banking and Financial Services,National Development Bank,,",",https://www.pngworkforce.com/jobs/view/systems-administrator/24935,html_output/job_24935.html,json_output/job_24935.json,3653,2025-10-31T16:24:48.663057,success
24934,ICT Operations Lead,21/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Banking and Financial Services,National Development Bank,,",",https://www.pngworkforce.com/jobs/view/ict-operations-lead/24934,html_output/job_24934.html,json_output/job_24934.json,4562,2025-10-31T16:24:51.002771,success
24933,Property & Logistics Manager,21/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Management, Property and Real Estate",KoroBoro International School,Contract,",",https://www.pngworkforce.com/jobs/view/property-logistics-manager/24933,html_output/job_24933.html,json_output/job_24933.json,2762,2025-10-31T16:24:53.337940,success
24929,Contracts Specialist,31/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Contract,",",https://www.pngworkforce.com/jobs/view/contracts-specialist-team-leader/24929,html_output/job_24929.html,json_output/job_24929.json,5736,2025-10-31T16:24:55.771790,success
24926,University Librarian ,20/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Morobe,Library Services & Information Management,PNG University of Technology (PNGUoT),Contract,",",https://www.pngworkforce.com/jobs/view/university-librarian/24926,html_output/job_24926.html,json_output/job_24926.json,6771,2025-10-31T16:24:58.113584,success
24925,Procurement Manager,20/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Procurement / Purchasing,PeopleConnexion,Contract,",",https://www.pngworkforce.com/jobs/view/procurement-manager-f-b/24925,html_output/job_24925.html,json_output/job_24925.json,3109,2025-10-31T16:25:00.436849,success
24924,"Environment, Social and Governance (ESG) Specialist",20/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Logistics, Transport and Supply",PeopleConnexion,,",",https://www.pngworkforce.com/jobs/view/environment-social-and-governance-esg-specialist/24924,html_output/job_24924.html,json_output/job_24924.json,3211,2025-10-31T16:25:03.654235,success
24922,Admin Officer (Overseas Recruitment),20/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Morobe,"Administration / Office Support, Human Resources and Recruitment",PNG University of Technology (PNGUoT),,",",https://www.pngworkforce.com/jobs/view/admin-officer-overseas-recruitment/24922,html_output/job_24922.html,json_output/job_24922.json,5335,2025-10-31T16:25:07.397400,success
24921,HR Admin Officer,20/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Milne Bay,"Mining, Oil and Gas",Woodlark Mining Limited,,",",https://www.pngworkforce.com/jobs/view/hr-admin-officer/24921,html_output/job_24921.html,json_output/job_24921.json,4025,2025-10-31T16:25:10.514121,success
24919,Recruitment Advisor,31/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/recruitment-advisor/24919,html_output/job_24919.html,json_output/job_24919.json,3492,2025-10-31T16:25:12.872336,success
24918,Technician,31/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/technician-pump-fitter/24918,html_output/job_24918.html,json_output/job_24918.json,4274,2025-10-31T16:25:16.591621,success
24917,Sales Merchandiser (Madang Town Only),19/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Madang,"Merchandising, Sales",BrandForce PNG Ltd,Full-Time,",",https://www.pngworkforce.com/jobs/view/sales-merchandiser-madang-town-only/24917,html_output/job_24917.html,json_output/job_24917.json,2821,2025-10-31T16:25:19.769774,success
24899,Corporate Sales Representative- ALOTAU Branch,17/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Milne Bay,"Executive, Sales",Able Home & Office,,",",https://www.pngworkforce.com/jobs/view/corporate-sales-representative-alotau-branch/24899,html_output/job_24899.html,json_output/job_24899.json,2708,2025-10-31T16:25:22.101353,success
24898,General Manager,16/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Human Resources and Recruitment,PeopleConnexion,,",",https://www.pngworkforce.com/jobs/view/general-manager-people-culture/24898,html_output/job_24898.html,json_output/job_24898.json,3823,2025-10-31T16:25:24.430423,success
24888,"Digital Transformation, EdTech & eLearning Roles, PNG",15/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Education and Training, IT, Non Government Organisations (NGOs)",Catalpa International,Full-Time,",",https://www.pngworkforce.com/jobs/view/digital-transformation-edtech-elearning-roles-png/24888,html_output/job_24888.html,json_output/job_24888.json,6893,2025-10-31T16:25:26.762060,success
24882,Technician,31/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/technician-lv-mechanic/24882,html_output/job_24882.html,json_output/job_24882.json,4041,2025-10-31T16:25:29.900594,success
24881,Construction Supervisor,31/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/construction-supervisor-underground/24881,html_output/job_24881.html,json_output/job_24881.json,4167,2025-10-31T16:25:32.239682,success
24877,Drivers and Operators ,14/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Construction, Building and Architecture",Hebou Construction PNG Ltd,,",",https://www.pngworkforce.com/jobs/view/drivers-and-operators/24877,html_output/job_24877.html,json_output/job_24877.json,2013,2025-10-31T16:25:34.612600,success
24870,MECHANICAL SUPERVISOR,14/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Morobe,"Mechanical, Mining, Oil and Gas, Operations Support",Quest Exploration Drilling (PNG) Ltd,,",",https://www.pngworkforce.com/jobs/view/mechanical-supervisor/24870,html_output/job_24870.html,json_output/job_24870.json,3296,2025-10-31T16:25:37.712357,success
24867,Kennel Master,31/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/kennel-master/24867,html_output/job_24867.html,json_output/job_24867.json,2519,2025-10-31T16:25:40.946088,success
24866,Officer,31/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/officer-safety/24866,html_output/job_24866.html,json_output/job_24866.json,3627,2025-10-31T16:25:43.378792,success
24859,Independent Sales Consultants,13/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Consultancy, Sales",Pacific Privilege | Coral Sea Hotels,,",",https://www.pngworkforce.com/jobs/view/independent-sales-consultants/24859,html_output/job_24859.html,json_output/job_24859.json,2334,2025-10-31T16:25:45.740074,success
24858,Cost Controller/Business Analyst,24/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Eastern Highlands,"Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/cost-controller-business-analyst/24858,html_output/job_24858.html,json_output/job_24858.json,3533,2025-10-31T16:25:48.895174,success
24853,DRIVER,10/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Jiwaka,Driver,Medecins Sans Frontieres,Contract,",",https://www.pngworkforce.com/jobs/view/driver/24853,html_output/job_24853.html,json_output/job_24853.json,8176,2025-10-31T16:25:51.247077,success
24840,Health & Safety Supervisor,10/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Morobe,Occupational Health and Safety,PeopleConnexion,,",",https://www.pngworkforce.com/jobs/view/health-safety-supervisor/24840,html_output/job_24840.html,json_output/job_24840.json,2726,2025-10-31T16:25:54.320910,success
24835,Senior Legal Officer,09/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Legal,PeopleConnexion,,",",https://www.pngworkforce.com/jobs/view/senior-legal-officer-litigation/24835,html_output/job_24835.html,json_output/job_24835.json,3557,2025-10-31T16:25:57.592228,success
24834,DRIVER,09/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Driver,2 FAST MOTORS LTD,Full-Time,",",https://www.pngworkforce.com/jobs/view/driver/24834,html_output/job_24834.html,json_output/job_24834.json,2183,2025-10-31T16:25:59.918820,success
24826,Engineer,26/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/engineer-electrical-power-generation/24826,html_output/job_24826.html,json_output/job_24826.json,7167,2025-10-31T16:26:03.205457,success
24825,E & I Technician ,08/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Papua New Guinea,"Mining, Oil and Gas",Santos,,",",https://www.pngworkforce.com/jobs/view/e-i-technician/24825,html_output/job_24825.html,json_output/job_24825.json,5526,2025-10-31T16:26:05.541925,success
24799,Project Administrator,07/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Administration / Office Support, Project Management",Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/project-administrator/24799,html_output/job_24799.html,json_output/job_24799.json,3654,2025-10-31T16:26:08.710536,success
24798,Auto Electrician II,07/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Automotive, Construction, Building and Architecture",Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/auto-electrician-ii/24798,html_output/job_24798.html,json_output/job_24798.json,2174,2025-10-31T16:26:11.857713,success
24797,Floor Supervisor (Front-of-House),07/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Restaurant / Fast-food,Glory Estate Limited,Full-Time,",",https://www.pngworkforce.com/jobs/view/floor-supervisor-front-of-house/24797,html_output/job_24797.html,json_output/job_24797.json,3370,2025-10-31T16:26:15.024130,success
24796,Fleet and Administration Coordinator,07/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Logistics, Transport and Supply",Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/fleet-and-administration-coordinator/24796,html_output/job_24796.html,json_output/job_24796.json,4400,2025-10-31T16:26:18.122685,success
24795,Employee Services Supervisor,07/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Administration / Office Support,Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/employee-services-supervisor/24795,html_output/job_24795.html,json_output/job_24795.json,3704,2025-10-31T16:26:21.286827,success
24794,Employee Services Officer,07/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Administration / Office Support,Glory Estate Limited,Full-Time,",",https://www.pngworkforce.com/jobs/view/employee-services-officer/24794,html_output/job_24794.html,json_output/job_24794.json,3936,2025-10-31T16:26:23.628219,success
24793,Document Controller,07/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Construction, Building and Architecture",Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/document-controller/24793,html_output/job_24793.html,json_output/job_24793.json,3039,2025-10-31T16:26:25.954472,success
24764,Team Lead,24/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Eastern Highlands,"Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/team-lead-supply/24764,html_output/job_24764.html,json_output/job_24764.json,4602,2025-10-31T16:26:28.282212,success
24747,PC/Network Technician,02/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,West New Britain,Electronics,Able Home & Office,,",",https://www.pngworkforce.com/jobs/view/pc-network-technician/24747,html_output/job_24747.html,json_output/job_24747.json,2552,2025-10-31T16:26:30.604187,success
24738,Senior Mining Engineer,13/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/senior-mining-engineer/24738,html_output/job_24738.html,json_output/job_24738.json,4290,2025-10-31T16:26:33.740435,success
24737,Senior Mining Engineer,12/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/senior-mining-engineer/24737,html_output/job_24737.html,json_output/job_24737.json,4290,2025-10-31T16:26:36.825017,success
24732,Senior Engineer,29/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Eastern Highlands,"Mining, Oil and Gas",K92 Mining Inc.,Permanent,16,https://www.pngworkforce.com/jobs/view/senior-engineer-mining-16-days-on-12-days-off-roster/24732,html_output/job_24732.html,json_output/job_24732.json,4290,2025-10-31T16:26:39.191472,success
24731,Senior Engineer,28/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,Eastern Highlands,"Mining, Oil and Gas",K92 Mining Inc.,Permanent,16,https://www.pngworkforce.com/jobs/view/senior-engineer-mining-16-days-on-12-days-off-roster/24731,html_output/job_24731.html,json_output/job_24731.json,4290,2025-10-31T16:26:42.275558,success
24703,Waiter / Waitress,26/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Restaurant / Fast-food,Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/waiter-waitress/24703,html_output/job_24703.html,json_output/job_24703.json,2242,2025-10-31T16:26:44.603874,success
24702,Sales Assistant (General) / Cashier,26/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Sales,Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/sales-assistant-general-cashier/24702,html_output/job_24702.html,json_output/job_24702.json,2664,2025-10-31T16:26:46.941544,success
24700,Project Planner or Scheduler,26/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Construction, Building and Architecture, Project Management, Property and Real Estate",Glory Estate Limited,Full-Time,",",https://www.pngworkforce.com/jobs/view/project-planner-or-scheduler/24700,html_output/job_24700.html,json_output/job_24700.json,4154,2025-10-31T16:26:50.150221,success
24660,Flight Dispatcher,27/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Airline / Airport / Travel, Operations Support",PNG Air Limited,,",",https://www.pngworkforce.com/jobs/view/flight-dispatcher/24660,html_output/job_24660.html,json_output/job_24660.json,3949,2025-10-31T16:26:52.487801,success
24656,Escort & Emergency Response Team Leader,23/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Emergency Services / Response,Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/escort-emergency-response-team-leader/24656,html_output/job_24656.html,json_output/job_24656.json,3959,2025-10-31T16:26:54.815184,success
24646,Technician,31/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/technician-fitter-hef/24646,html_output/job_24646.html,json_output/job_24646.json,4167,2025-10-31T16:26:57.928999,success
24645,Ship's Crew,23/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"East New Britain, West New Britain",Marine,Global Success Limited,,",",https://www.pngworkforce.com/jobs/view/ship-s-crew/24645,html_output/job_24645.html,json_output/job_24645.json,1462,2025-10-31T16:27:00.256970,success
24639,Executive Support Officer,22/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Administration / Office Support,Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/executive-support-officer/24639,html_output/job_24639.html,json_output/job_24639.json,5481,2025-10-31T16:27:03.423530,success
24602,Senior Geologist,19/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/senior-geologist-exploration/24602,html_output/job_24602.html,json_output/job_24602.json,3430,2025-10-31T16:27:06.637328,success
24582,Operator,08/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas",K92 Mining Inc.,Permanent,1,https://www.pngworkforce.com/jobs/view/operator-processing-1/24582,html_output/job_24582.html,json_output/job_24582.json,3182,2025-10-31T16:27:09.779257,success
24578,Senior Design Architect,10/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Construction, Building and Architecture",Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/senior-design-architect/24578,html_output/job_24578.html,json_output/job_24578.json,3913,2025-10-31T16:27:12.909297,success
24577,Senior Liaison Officer,10/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Construction, Building and Architecture, Engineering",Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/senior-liaison-officer/24577,html_output/job_24577.html,json_output/job_24577.json,3724,2025-10-31T16:27:16.068623,success
24537,Team Leader of Finishing Carpenter,03/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Carpenter, Carpentry",Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/team-leader-of-finishing-carpenter/24537,html_output/job_24537.html,json_output/job_24537.json,4513,2025-10-31T16:27:18.417796,success
24536,Senior MEP Engineer,03/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,Engineering,Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/senior-mep-engineer-expats/24536,html_output/job_24536.html,json_output/job_24536.json,4992,2025-10-31T16:27:20.751536,success
24535,Assistant Electrician,03/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Electrical, Electronics",Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/assistant-electrician/24535,html_output/job_24535.html,json_output/job_24535.json,2274,2025-10-31T16:27:23.097241,success
24534,Junior Architect I ,03/09/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,National Capital District,"Construction, Building and Architecture",Glory Estate Limited,,",",https://www.pngworkforce.com/jobs/view/junior-architect-i/24534,html_output/job_24534.html,json_output/job_24534.json,3417,2025-10-31T16:27:25.492453,success
24496,Superintendent Community Affairs,12/10/2025,2025-10-31T16:59:08.037949,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/superintendent-community-affairs-agriculture-projects/24496,html_output/job_24496.html,json_output/job_24496.json,3806,2025-10-31T16:27:28.652919,success
24481,Coordinator,31/10/2025,2025-11-01T12:42:00.154216,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/coordinator-diamond-drill/24481,html_output/job_24481.html,json_output/job_24481.json,4807,2025-11-01T12:42:00.154164,success
24478,Superintendent,13/10/2025,2025-11-01T12:42:03.499586,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/superintendent-gis-database/24478,html_output/job_24478.html,json_output/job_24478.json,3680,2025-11-01T12:42:03.499556,success
24477,Superintendent,31/10/2025,2025-11-01T12:42:06.775871,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Contract,",",https://www.pngworkforce.com/jobs/view/superintendent-business-development/24477,html_output/job_24477.html,json_output/job_24477.json,4422,2025-11-01T12:42:06.775766,success
24476,Superintendent,31/10/2025,2025-11-01T12:42:10.050285,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/superintendent-community-projects/24476,html_output/job_24476.html,json_output/job_24476.json,3933,2025-11-01T12:42:10.050250,success
24475,Superintendent,31/10/2025,2025-11-01T12:42:13.482290,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/superintendent-community-affairs-exploration-/24475,html_output/job_24475.html,json_output/job_24475.json,4370,2025-11-01T12:42:13.482268,success
24474,Superintendent,27/10/2025,2025-11-01T12:42:16.803920,2025-11-01T12:41:58.936994,Eastern Highlands,"Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/superintendent-community-affairs/24474,html_output/job_24474.html,json_output/job_24474.json,4134,2025-11-01T12:42:16.803872,success
24359,Officer,03/10/2025,2025-11-01T12:42:20.088492,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/officer-materials-operators/24359,html_output/job_24359.html,json_output/job_24359.json,3932,2025-11-01T12:42:20.088410,success
24255,Admin Driver,28/10/2025,2025-11-01T12:42:23.446187,2025-11-01T12:41:58.936994,National Capital District,"Airline / Airport / Travel, Driver",PNG Air Limited,,",",https://www.pngworkforce.com/jobs/view/admin-driver/24255,html_output/job_24255.html,json_output/job_24255.json,3024,2025-11-01T12:42:23.446143,success
24169,Driller,31/10/2025,2025-11-01T12:42:26.769941,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/driller-longhole/24169,html_output/job_24169.html,json_output/job_24169.json,5405,2025-11-01T12:42:26.769897,success
24156,HV Electrical Technician,22/10/2025,2025-11-01T12:42:30.048311,2025-11-01T12:41:58.936994,Eastern Highlands,"Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/hv-electrical-technician/24156,html_output/job_24156.html,json_output/job_24156.json,5423,2025-11-01T12:42:30.048288,success
24139,Underground Short Interval Control Officer,31/10/2025,2025-11-01T12:42:33.347429,2025-11-01T12:41:58.936994,"Eastern Highlands, Eastern Highlands","Mining, Oil and Gas, Mining, Oil and Gas",K92 Mining Inc.,Permanent,",",https://www.pngworkforce.com/jobs/view/underground-short-interval-control-officer/24139,html_output/job_24139.html,json_output/job_24139.json,6282,2025-11-01T12:42:33.347400,success
